Date,Ticker,Return,Group
2018-01-03,AAPL,-0.00017408352964620732,Mag7
2018-01-03,AMZN,0.012775310383486449,Mag7
2018-01-03,GOOGL,0.01706103089327704,Mag7
2018-01-03,JNJ,0.009552480920868467,Other
2018-01-03,JPM,0.0010190078747915887,Other
2018-01-03,META,0.01791427420785774,Mag7
2018-01-03,MSFT,0.004653763256551313,Mag7
2018-01-03,NVDA,0.06581391586825092,Mag7
2018-01-03,TSLA,-0.010233112708571857,Mag7
2018-01-03,V,0.009955656703474647,Other
2018-01-04,AAPL,0.004644990297480334,Mag7
2018-01-04,AMZN,0.004476012896857506,Mag7
2018-01-04,GOOGL,0.00388443692742646,Mag7
2018-01-04,JNJ,-7.132828814071512e-05,Other
2018-01-04,JPM,0.01432575620167631,Other
2018-01-04,META,-0.0018410660826819747,Mag7
2018-01-04,MSFT,0.008801470117088206,Mag7
2018-01-04,NVDA,0.005271089327294476,Mag7
2018-01-04,TSLA,-0.008289977599700404,Mag7
2018-01-04,V,0.003718002740806803,Other
2018-01-05,AAPL,0.011385288199109445,Mag7
2018-01-05,AMZN,0.016162516530176196,Mag7
2018-01-05,GOOGL,0.01326010244663478,Mag7
2018-01-05,JNJ,0.008253427735013918,Other
2018-01-05,JPM,-0.006419999646524399,Other
2018-01-05,META,0.013671207647793837,Mag7
2018-01-05,MSFT,0.012397808616786854,Mag7
2018-01-05,NVDA,0.008474294657598636,Mag7
2018-01-05,TSLA,0.006229740634655645,Mag7
2018-01-05,V,0.02394890551871276,Other
2018-01-08,AAPL,-0.0037141188640900102,Mag7
2018-01-08,AMZN,0.014424678832250848,Mag7
2018-01-08,GOOGL,0.003530684295440567,Mag7
2018-01-08,JNJ,0.0012698550322887137,Other
2018-01-08,JPM,0.001477012397783417,Other
2018-01-08,META,0.007653082831823976,Mag7
2018-01-08,MSFT,0.0010210396243326425,Mag7
2018-01-08,NVDA,0.030640912704303913,Mag7
2018-01-08,TSLA,0.06263821959024418,Mag7
2018-01-08,V,0.004038311205541767,Other
2018-01-09,AAPL,-0.00011491358825155285,Mag7
2018-01-09,AMZN,0.0046757095740346255,Mag7
2018-01-09,GOOGL,-0.001274331814037688,Mag7
2018-01-09,JNJ,0.015857292369160003,Other
2018-01-09,JPM,0.005069497168569415,Other
2018-01-09,META,-0.002177659259491427,Mag7
2018-01-09,MSFT,-0.0006798421676168509,Mag7
2018-01-09,NVDA,-0.0002702810479815465,Mag7
2018-01-09,TSLA,-0.00808538113492141,Mag7
2018-01-09,V,-0.001927344087816918,Other
2018-01-10,AAPL,-0.00022929297129214987,Mag7
2018-01-10,AMZN,0.0013012055442500614,Mag7
2018-01-10,GOOGL,-0.0023814977759332168,Mag7
2018-01-10,JNJ,-0.0011790893506974376,Other
2018-01-10,JPM,0.01100377395757035,Other
2018-01-10,META,-0.0001598123472622559,Mag7
2018-01-10,MSFT,-0.004534204750172077,Mag7
2018-01-10,NVDA,0.00783974805185994,Mag7
2018-01-10,TSLA,0.003326413914539472,Mag7
2018-01-10,V,-0.0010913277997595117,Other
2018-01-11,AAPL,0.005680181076449298,Mag7
2018-01-11,AMZN,0.01781828254348916,Mag7
2018-01-11,GOOGL,0.0017205719904755945,Mag7
2018-01-11,JNJ,0.005695543709809403,Other
2018-01-11,JPM,0.005351392146835776,Other
2018-01-11,META,-0.0003725188112183586,Mag7
2018-01-11,MSFT,0.00296087929028066,Mag7
2018-01-11,NVDA,0.0017881682036997582,Mag7
2018-01-11,TSLA,0.009408646715617364,Mag7
2018-01-11,V,0.007227956802382973,Other
2018-01-12,AAPL,0.010326101552590616,Mag7
2018-01-12,AMZN,0.022339231610462695,Mag7
2018-01-12,GOOGL,0.01672581803673112,Mag7
2018-01-12,JNJ,0.006699517489268114,Other
2018-01-12,JPM,0.016510268163587583,Other
2018-01-12,META,-0.044735609474439775,Mag7
2018-01-12,MSFT,0.017256909120738184,Mag7
2018-01-12,NVDA,-0.004908900187561072,Mag7
2018-01-12,TSLA,-0.005119110235858537,Mag7
2018-01-12,V,0.002086254507976504,Other
2018-01-16,AAPL,-0.005081997581656839,Mag7
2018-01-16,AMZN,-0.0002605871874575838,Mag7
2018-01-16,GOOGL,4.426005549706957e-05,Mag7
2018-01-16,JNJ,0.007546829492596663,Other
2018-01-16,JPM,-0.003549827120115756,Other
2018-01-16,META,-0.005463587731958319,Mag7
2018-01-16,MSFT,-0.013951189768714012,Mag7
2018-01-16,NVDA,-0.012870977365462277,Mag7
2018-01-16,TSLA,0.011421116241414841,Mag7
2018-01-16,V,0.0024981187388384285,Other
2018-01-17,AAPL,0.016516381450642603,Mag7
2018-01-17,AMZN,-0.00755630863716783,Mag7
2018-01-17,GOOGL,0.007429037648819525,Mag7
2018-01-17,JNJ,0.000816623046749676,Other
2018-01-17,JPM,0.006412923116276392,Other
2018-01-17,META,-0.004428474122186388,Mag7
2018-01-17,MSFT,0.020260717461253464,Mag7
2018-01-17,NVDA,0.020944078760300133,Mag7
2018-01-17,TSLA,0.02087858455510405,Mag7
2018-01-17,V,0.013207016474926725,Other
2018-01-18,AAPL,0.0008931083052068356,Mag7
2018-01-18,AMZN,-0.0012972916415299185,Mag7
2018-01-18,GOOGL,-0.0027477911317028703,Mag7
2018-01-18,JNJ,-0.0004078485534486642,Other
2018-01-18,JPM,0.0023895014436501327,Other
2018-01-18,META,0.012387383295378473,Mag7
2018-01-18,MSFT,-0.00044384528858176786,Mag7
2018-01-18,NVDA,-0.0012459590228220963,Mag7
2018-01-18,TSLA,-0.007460532163804823,Mag7
2018-01-18,V,0.009263999695358516,Other
2018-01-19,AAPL,-0.00446273814014142,Mag7
2018-01-19,AMZN,0.0009741736041779525,Mag7
2018-01-19,GOOGL,0.0066286229346455006,Mag7
2018-01-19,JNJ,0.002994468813086737,Other
2018-01-19,JPM,-0.002207230253408965,Other
2018-01-19,META,0.008287133941049074,Mag7
2018-01-19,MSFT,-0.001110059902909133,Mag7
2018-01-19,NVDA,0.02526263993491651,Mag7
2018-01-19,TSLA,0.015816873268893028,Mag7
2018-01-19,V,-0.0033303858438229472,Other
2018-01-22,AAPL,-0.008180894986077991,Mag7
2018-01-22,AMZN,0.025282411609683475,Mag7
2018-01-22,GOOGL,0.0180674020680458,Mag7
2018-01-22,JNJ,0.005293278562927384,Other
2018-01-22,JPM,0.011680404147166312,Other
2018-01-22,META,0.02250528579393185,Mag7
2018-01-22,MSFT,0.017888995816312203,Mag7
2018-01-22,NVDA,0.01555773145032946,Mag7
2018-01-22,TSLA,0.004399674810198428,Mag7
2018-01-22,V,0.013284494635877664,Other
2018-01-23,AAPL,0.00022592612225014186,Mag7
2018-01-23,AMZN,0.02654236704761037,Mag7
2018-01-23,GOOGL,0.010316385849840293,Mag7
2018-01-23,JNJ,-0.04259475469665919,Other
2018-01-23,JPM,-0.0010495351332753255,Other
2018-01-23,META,0.021470578459114043,Mag7
2018-01-23,MSFT,0.0031656326746898333,Mag7
2018-01-23,NVDA,0.022337605443360387,Mag7
2018-01-23,TSLA,0.0034987229726255453,Mag7
2018-01-23,V,0.0025735234978905286,Other
2018-01-24,AAPL,-0.015928472213085465,Mag7
2018-01-24,AMZN,-0.0036915667119321594,Mag7
2018-01-24,GOOGL,-0.004149094743262194,Mag7
2018-01-24,JNJ,0.0016923130006241127,Other
2018-01-24,JPM,0.012783256363484652,Other
2018-01-24,META,-0.014787520831708645,Mag7
2018-01-24,MSFT,-0.0008706903041422187,Mag7
2018-01-24,NVDA,-0.013017610655826073,Mag7
2018-01-24,TSLA,-0.019558338950656062,Mag7
2018-01-24,V,-0.0008021576676187081,Other
2018-01-25,AAPL,-0.01785116750025595,Mag7
2018-01-25,AMZN,0.015056912893923968,Mag7
2018-01-25,GOOGL,0.009263314270998357,Mag7
2018-01-25,JNJ,0.016400212234248812,Other
2018-01-25,JPM,0.0002595483662417575,Other
2018-01-25,META,0.004985202124515586,Mag7
2018-01-25,MSFT,0.005554381095897343,Mag7
2018-01-25,NVDA,0.0023324559494968256,Mag7
2018-01-25,TSLA,-0.02385156263182675,Mag7
2018-01-25,V,0.005379463791438166,Other
2018-01-26,AAPL,0.002337506416124402,Mag7
2018-01-26,AMZN,0.017489776074125496,Mag7
2018-01-26,GOOGL,0.00458488719531025,Mag7
2018-01-26,JNJ,0.006440479913558894,Other
2018-01-26,JPM,0.00535855247150363,Other
2018-01-26,META,0.01344142752787647,Mag7
2018-01-26,MSFT,0.01873706077615722,Mag7
2018-01-26,NVDA,0.029532759883586612,Mag7
2018-01-26,TSLA,0.015430662178036458,Mag7
2018-01-26,V,0.008784597584221121,Other
2018-01-29,AAPL,-0.02069845030158113,Mag7
2018-01-29,AMZN,0.011147987016343786,Mag7
2018-01-29,GOOGL,-0.000909387606514378,Mag7
2018-01-29,JNJ,-0.01135380460299984,Other
2018-01-29,JPM,-0.00103166102134844,Other
2018-01-29,META,-0.02115780227216746,Mag7
2018-01-29,MSFT,-0.0014885855412387627,Mag7
2018-01-29,NVDA,0.01446557660422454,Mag7
2018-01-29,TSLA,0.019483745784611983,Mag7
2018-01-29,V,-0.011716498391773689,Other
2018-01-30,AAPL,-0.00589415712593,Mag7
2018-01-30,AMZN,0.014206254114237371,Mag7
2018-01-30,GOOGL,-0.007678229124830738,Mag7
2018-01-30,JNJ,-0.008699655982756349,Other
2018-01-30,JPM,-0.009380225926693742,Other
2018-01-30,META,0.006129627004199278,Mag7
